Topaz_ID	 WEPP_ID	 OFEs	 Area_cells	Soil_File	Management_File	Slope_file
1112	254	2	52	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H254.slp
1113	255	3	65	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H255.slp
1121	256	9	120	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H256.slp
1122	257	4	75	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H257.slp
1123	258	2	47	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H258.slp
1131	259	8	117	soil/68563_8.sl	man/ww_barley_fallow_Int_Precip_mt_8.man	slope/H259.slp
1132	260	2	30	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H260.slp
1133	261	3	43	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H261.slp
1141	262	11	115	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H262.slp
1142	263	1	10	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H263.slp
1143	264	2	20	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H264.slp
1151	265	11	116	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H265.slp
1152	266	3	58	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H266.slp
1153	267	2	50	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H267.slp
1162	268	4	57	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H268.slp
1163	269	3	40	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H269.slp
1172	270	6	16	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H270.slp
1181	271	13	116	soil/68563_13.sl	man/ww_barley_fallow_Int_Precip_mt_13.man	slope/H271.slp
1183	272	2	55	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H272.slp
1182	273	1	35	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H273.slp
1192	274	1	1	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H274.slp
1202	275	5	115	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H275.slp
1203	276	10	221	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H276.slp
1211	277	9	114	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H277.slp
1212	278	6	421	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H278.slp
1213	279	7	502	soil/68563_7.sl	man/ww_barley_fallow_Int_Precip_mt_7.man	slope/H279.slp
1222	280	5	60	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H280.slp
1223	281	3	40	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H281.slp
1232	282	10	196	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H282.slp
1233	283	1	38	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H283.slp
1242	284	9	293	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H284.slp
1243	285	2	95	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H285.slp
1252	286	10	579	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H286.slp
1251	287	12	111	soil/68563_12.sl	man/ww_barley_fallow_Int_Precip_mt_12.man	slope/H287.slp
1253	288	6	361	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H288.slp
1262	289	2	10	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H289.slp
1263	290	11	76	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H290.slp
1271	291	8	117	soil/68563_8.sl	man/ww_barley_fallow_Int_Precip_mt_8.man	slope/H291.slp
1272	292	2	123	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H292.slp
1273	293	3	176	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H293.slp
1282	294	11	257	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H294.slp
1283	295	8	208	soil/68563_8.sl	man/ww_barley_fallow_Int_Precip_mt_8.man	slope/H295.slp
1291	296	10	111	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H296.slp
1292	297	2	83	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H297.slp
1293	298	3	85	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H298.slp
1302	299	1	17	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H299.slp
1303	300	13	129	soil/68563_13.sl	man/ww_barley_fallow_Int_Precip_mt_13.man	slope/H300.slp
1312	301	7	80	soil/68563_7.sl	man/ww_barley_fallow_Int_Precip_mt_7.man	slope/H301.slp
1313	302	5	59	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H302.slp
1321	303	9	142	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H303.slp
1322	304	5	125	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H304.slp
1323	305	1	37	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H305.slp
1332	306	14	106	soil/68563_14.sl	man/ww_barley_fallow_Int_Precip_mt_14.man	slope/H306.slp
1333	307	3	26	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H307.slp
1342	308	1	10	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H308.slp
1343	309	10	68	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H309.slp
1351	310	11	112	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H310.slp
1352	311	3	109	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H311.slp
1353	312	3	101	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H312.slp
1362	313	1	23	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H313.slp
1363	314	4	61	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H314.slp
1372	315	5	109	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H315.slp
1373	316	1	15	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H316.slp
1382	317	6	117	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H317.slp
1383	318	3	65	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H318.slp
1391	319	10	114	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H319.slp
1393	320	1	5	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H320.slp
1392	321	1	7	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H321.slp
1402	322	2	74	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H322.slp
1403	323	2	74	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H323.slp
1411	324	12	122	soil/68563_12.sl	man/ww_barley_fallow_Int_Precip_mt_12.man	slope/H324.slp
1412	325	4	79	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H325.slp
1413	326	2	54	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H326.slp
1421	327	13	138	soil/68563_13.sl	man/ww_barley_fallow_Int_Precip_mt_13.man	slope/H327.slp
1422	328	2	99	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H328.slp
1423	329	2	114	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H329.slp
1432	330	1	7	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H330.slp
1433	331	1	10	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H331.slp
1442	332	5	370	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H332.slp
1443	333	6	427	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H333.slp
1451	334	10	113	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H334.slp
1453	335	1	50	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H335.slp
1452	336	6	163	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H336.slp
1461	337	10	118	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H337.slp
1462	338	4	121	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H338.slp
1463	339	4	112	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H339.slp
1471	340	11	122	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H340.slp
1472	341	3	294	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H341.slp
1473	342	6	504	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H342.slp
1482	343	2	103	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H343.slp
1483	344	12	440	soil/68563_12.sl	man/ww_barley_fallow_Int_Precip_mt_12.man	slope/H344.slp
1492	345	6	99	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H345.slp
1493	346	2	51	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H346.slp
1502	347	4	168	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H347.slp
1503	348	5	196	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H348.slp
1512	349	6	159	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H349.slp
1513	350	2	66	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H350.slp
1521	351	10	117	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H351.slp
1523	352	5	186	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H352.slp
1522	353	4	142	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H353.slp
1532	354	9	159	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H354.slp
1531	355	13	125	soil/68563_13.sl	man/ww_barley_fallow_Int_Precip_mt_13.man	slope/H355.slp
1533	356	2	43	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H356.slp
1542	357	1	1	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H357.slp
1552	358	1	4	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H358.slp
1553	359	1	2	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H359.slp
1562	360	3	68	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H360.slp
1563	361	1	32	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H361.slp
1571	362	13	124	soil/68563_13.sl	man/ww_barley_fallow_Int_Precip_mt_13.man	slope/H362.slp
1572	363	3	71	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H363.slp
1573	364	2	45	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H364.slp
1581	365	12	140	soil/68563_12.sl	man/ww_barley_fallow_Int_Precip_mt_12.man	slope/H365.slp
1582	366	1	34	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H366.slp
1583	367	9	146	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H367.slp
1592	368	1	8	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H368.slp
1591	369	13	121	soil/68563_13.sl	man/ww_barley_fallow_Int_Precip_mt_13.man	slope/H369.slp
1593	370	1	11	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H370.slp
1602	371	3	50	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H371.slp
1603	372	2	42	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H372.slp
1601	373	10	114	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H373.slp
1611	374	12	112	soil/68599_12.sl	man/ww_barley_fallow_Int_Precip_mt_12.man	slope/H374.slp
1612	375	3	97	soil/68599_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H375.slp
1613	376	2	78	soil/68599_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H376.slp
1622	377	1	12	soil/68599_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H377.slp
1623	378	1	3	soil/68599_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H378.slp
1632	379	2	92	soil/68599_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H379.slp
1633	380	4	129	soil/68599_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H380.slp
1641	381	13	157	soil/68599_13.sl	man/ww_barley_fallow_Int_Precip_mt_13.man	slope/H381.slp
1642	382	2	59	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H382.slp
1643	383	3	72	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H383.slp
1653	384	3	51	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H384.slp
1652	385	9	147	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H385.slp
1651	386	11	139	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H386.slp
1663	387	1	6	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H387.slp
1662	388	6	40	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H388.slp
1661	389	10	115	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H389.slp
1673	390	6	293	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H390.slp
1672	391	3	169	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H391.slp
1671	392	11	166	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H392.slp
1682	393	1	17	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H393.slp
1683	394	1	18	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H394.slp
1681	395	11	167	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H395.slp
1692	396	5	54	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H396.slp
1693	397	9	90	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H397.slp
1701	398	10	139	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H398.slp
1702	399	1	28	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H399.slp
1703	400	1	14	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H400.slp
1712	401	7	88	soil/68563_7.sl	man/ww_barley_fallow_Int_Precip_mt_7.man	slope/H401.slp
1713	402	7	93	soil/68563_7.sl	man/ww_barley_fallow_Int_Precip_mt_7.man	slope/H402.slp
1721	403	12	196	soil/68563_12.sl	man/ww_barley_fallow_Int_Precip_mt_12.man	slope/H403.slp
1722	404	2	53	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H404.slp
1723	405	1	37	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H405.slp
1733	406	2	5	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H406.slp
1732	407	1	1	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H407.slp
1742	408	8	55	soil/68563_8.sl	man/ww_barley_fallow_Int_Precip_mt_8.man	slope/H408.slp
1743	409	4	30	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H409.slp
1752	410	13	408	soil/68563_13.sl	man/ww_barley_fallow_Int_Precip_mt_13.man	slope/H410.slp
1753	411	15	466	soil/68563_15.sl	man/ww_barley_fallow_Int_Precip_mt_15.man	slope/H411.slp
1762	412	4	15	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H412.slp
1763	413	1	2	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H413.slp
1773	414	5	14	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H414.slp
1781	415	10	122	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H415.slp
1783	416	1	39	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H416.slp
1782	417	1	49	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H417.slp
1791	418	10	112	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H418.slp
1792	419	2	147	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H419.slp
1793	420	5	281	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H420.slp
1801	421	14	152	soil/68563_14.sl	man/ww_barley_fallow_Int_Precip_mt_14.man	slope/H421.slp
1802	422	2	84	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H422.slp
1803	423	1	64	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H423.slp
1813	424	6	92	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H424.slp
1812	425	2	35	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H425.slp
1821	426	15	111	soil/68563_15.sl	man/ww_barley_fallow_Int_Precip_mt_15.man	slope/H426.slp
1823	427	1	6	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H427.slp
1832	428	19	134	soil/68563_19.sl	man/ww_barley_fallow_Int_Precip_mt_19.man	slope/H428.slp
1842	429	3	30	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H429.slp
1843	430	9	73	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H430.slp
1851	431	9	173	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H431.slp
1852	432	4	335	soil/68563_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H432.slp
1853	433	3	303	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H433.slp
1862	434	1	19	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H434.slp
1863	435	15	123	soil/68563_15.sl	man/ww_barley_fallow_Int_Precip_mt_15.man	slope/H435.slp
1872	436	1	8	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H436.slp
1881	437	12	117	soil/68563_12.sl	man/ww_barley_fallow_Int_Precip_mt_12.man	slope/H437.slp
1882	438	2	60	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H438.slp
1883	439	2	65	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H439.slp
1892	440	6	128	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H440.slp
1893	441	5	115	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H441.slp
1902	442	10	331	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H442.slp
1903	443	5	190	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H443.slp
1921	444	12	123	soil/68563_12.sl	man/ww_barley_fallow_Int_Precip_mt_12.man	slope/H444.slp
1923	445	1	46	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H445.slp
1922	446	2	67	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H446.slp
1942	447	3	63	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H447.slp
1943	448	2	56	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H448.slp
1951	449	11	153	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H449.slp
1952	450	1	9	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H450.slp
1953	451	1	9	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H451.slp
1962	452	3	24	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H452.slp
1963	453	1	13	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H453.slp
1972	454	3	47	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H454.slp
1973	455	2	29	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H455.slp
1982	456	8	148	soil/68563_8.sl	man/ww_barley_fallow_Int_Precip_mt_8.man	slope/H456.slp
1983	457	2	50	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H457.slp
1991	458	9	115	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H458.slp
1992	459	10	291	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H459.slp
1993	460	6	182	soil/68563_6.sl	man/ww_barley_fallow_Int_Precip_mt_6.man	slope/H460.slp
2001	461	10	113	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H461.slp
2002	462	1	18	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H462.slp
2003	463	1	22	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H463.slp
2012	464	7	242	soil/68563_7.sl	man/ww_barley_fallow_Int_Precip_mt_7.man	slope/H464.slp
2011	465	8	113	soil/68563_8.sl	man/ww_barley_fallow_Int_Precip_mt_8.man	slope/H465.slp
2013	466	5	174	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H466.slp
2021	467	10	116	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H467.slp
2022	468	1	14	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H468.slp
2023	469	1	18	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H469.slp
2031	470	11	111	soil/68563_11.sl	man/ww_barley_fallow_Int_Precip_mt_11.man	slope/H470.slp
2032	471	1	22	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H471.slp
2033	472	2	63	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H472.slp
2042	473	9	153	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H473.slp
2043	474	9	158	soil/68563_9.sl	man/ww_barley_fallow_Int_Precip_mt_9.man	slope/H474.slp
2051	475	10	113	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H475.slp
2052	476	3	142	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H476.slp
2053	477	2	104	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H477.slp
2063	478	2	17	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H478.slp
2062	479	1	2	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H479.slp
2072	480	5	150	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H480.slp
2073	481	10	282	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H481.slp
2081	482	10	115	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H482.slp
2082	483	3	104	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H483.slp
2083	484	5	144	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H484.slp
2092	485	5	260	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H485.slp
2093	486	12	531	soil/68563_12.sl	man/ww_barley_fallow_Int_Precip_mt_12.man	slope/H486.slp
2102	487	15	292	soil/68563_15.sl	man/ww_barley_fallow_Int_Precip_mt_15.man	slope/H487.slp
2103	488	3	71	soil/68563_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H488.slp
2113	489	1	25	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H489.slp
2112	490	2	55	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H490.slp
2121	491	8	119	soil/68563_8.sl	man/ww_barley_fallow_Int_Precip_mt_8.man	slope/H491.slp
2123	492	1	18	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H492.slp
2122	493	2	26	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H493.slp
2132	494	10	165	soil/68563_10.sl	man/ww_barley_fallow_Int_Precip_mt_10.man	slope/H494.slp
2133	495	5	93	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H495.slp
2141	496	8	113	soil/68563_8.sl	man/ww_barley_fallow_Int_Precip_mt_8.man	slope/H496.slp
2143	497	1	30	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H497.slp
2142	498	2	46	soil/68563_2.sl	man/ww_barley_fallow_Int_Precip_mt_2.man	slope/H498.slp
2152	499	1	9	soil/68563_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H499.slp
2153	500	5	67	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H500.slp
2162	501	5	172	soil/68563_5.sl	man/ww_barley_fallow_Int_Precip_mt_5.man	slope/H501.slp
2163	502	4	130	soil/68588_4.sl	man/ww_barley_fallow_Int_Precip_mt_4.man	slope/H502.slp
2171	503	13	156	soil/68588_13.sl	man/ww_barley_fallow_Int_Precip_mt_13.man	slope/H503.slp
2172	504	3	77	soil/68588_3.sl	man/ww_barley_fallow_Int_Precip_mt_3.man	slope/H504.slp
2173	505	1	34	soil/68588_1.sl	man/ww_barley_fallow_Int_Precip_mt_1.man	slope/H505.slp
2181	506	12	117	soil/68588_12.sl	man/ww_barley_fallow_Int_Precip_mt_12.man	slope/H506.slp
