area_ha,hillslope,CT_t_ha1,MT_t_ha1,NT_t_ha1,grass_t_ha1,area_cum_ha,int,log_area_cum,log_int,erosion_ct_ton,sum_ct_erosion_ton,erosion_int
7.65,652,2.722,0.196,0.112,0.001,3866.67,"(2.1e+03,4.19e+03]",8.26014895049494,"(7.74,9.26]",20.8233,32928.98931,"(3.12e+04,3.9e+04]"
6.39,363,2.702,0.219,0.031,0.001,3873.06,"(2.1e+03,4.19e+03]",8.26180017126153,"(7.74,9.26]",17.26578,32946.25509,"(3.12e+04,3.9e+04]"
16.38,628,2.687,0.689,0.291,0.001,3889.44,"(2.1e+03,4.19e+03]",8.26602046738053,"(7.74,9.26]",44.01306,32990.26815,"(3.12e+04,3.9e+04]"
17.01,1164,2.685,0.082,0.002,0.001,3906.45,"(2.1e+03,4.19e+03]",8.27038431217404,"(7.74,9.26]",45.67185,33035.94,"(3.12e+04,3.9e+04]"
10.98,324,2.668,0.212,0.083,0.001,3917.43,"(2.1e+03,4.19e+03]",8.27319110553192,"(7.74,9.26]",29.29464,33065.23464,"(3.12e+04,3.9e+04]"
18.54,817,2.635,0.319,0.136,0.001,3935.97,"(2.1e+03,4.19e+03]",8.27791263619188,"(7.74,9.26]",48.8529,33114.08754,"(3.12e+04,3.9e+04]"
10.35,482,2.61,0.06,0.007,0.001,3946.32,"(2.1e+03,4.19e+03]",8.28053877807408,"(7.74,9.26]",27.0135,33141.10104,"(3.12e+04,3.9e+04]"
8.37,495,2.609,0.203,0.071,0.001,3954.69,"(2.1e+03,4.19e+03]",8.28265749533455,"(7.74,9.26]",21.83733,33162.93837,"(3.12e+04,3.9e+04]"
9.99,231,2.606,0.059,0.007,0.001,3964.68,"(2.1e+03,4.19e+03]",8.28518042463296,"(7.74,9.26]",26.03394,33188.97231,"(3.12e+04,3.9e+04]"
10.17,1095,2.594,0.121,0.049,0.001,3974.85,"(2.1e+03,4.19e+03]",8.28774229052736,"(7.74,9.26]",26.38098,33215.35329,"(3.12e+04,3.9e+04]"
15.03,395,2.592,0.261,0.154,0.001,3989.88,"(2.1e+03,4.19e+03]",8.29151643424367,"(7.74,9.26]",38.95776,33254.31105,"(3.12e+04,3.9e+04]"
26.37,390,2.58,0.138,0.065,0.001,4016.25,"(2.1e+03,4.19e+03]",8.29810391043007,"(7.74,9.26]",68.0346,33322.34565,"(3.12e+04,3.9e+04]"
6.93,72,2.579,0.237,0.051,0.001,4023.18,"(2.1e+03,4.19e+03]",8.29982791367817,"(7.74,9.26]",17.87247,33340.21812,"(3.12e+04,3.9e+04]"
15.75,818,2.553,0.246,0.094,0.001,4038.93,"(2.1e+03,4.19e+03]",8.3037350843907,"(7.74,9.26]",40.20975,33380.42787,"(3.12e+04,3.9e+04]"
10.89,831,2.544,0.166,0.003,0.001,4049.82,"(2.1e+03,4.19e+03]",8.30642771466846,"(7.74,9.26]",27.70416,33408.13203,"(3.12e+04,3.9e+04]"
10.26,824,2.522,0.176,0.003,0.001,4060.08,"(2.1e+03,4.19e+03]",8.30895795683515,"(7.74,9.26]",25.87572,33434.00775,"(3.12e+04,3.9e+04]"
32.49,288,2.508,0.013,0.002,0.001,4092.57,"(2.1e+03,4.19e+03]",8.31692841355839,"(7.74,9.26]",81.48492,33515.49267,"(3.12e+04,3.9e+04]"
12.06,517,2.481,0.175,0.008,0.001,4104.63,"(2.1e+03,4.19e+03]",8.31987088384127,"(7.74,9.26]",29.92086,33545.41353,"(3.12e+04,3.9e+04]"
5.94,1128,2.468,0.099,0.002,0.001,4110.57,"(2.1e+03,4.19e+03]",8.32131698400563,"(7.74,9.26]",14.65992,33560.07345,"(3.12e+04,3.9e+04]"
2.52,185,2.444,0.27,0.032,0.001,4113.09,"(2.1e+03,4.19e+03]",8.3219298498291,"(7.74,9.26]",6.15888,33566.23233,"(3.12e+04,3.9e+04]"
3.6,269,2.437,0.23,0.002,0.001,4116.69,"(2.1e+03,4.19e+03]",8.32280472138815,"(7.74,9.26]",8.7732,33575.00553,"(3.12e+04,3.9e+04]"
10.08,1013,2.427,0.613,0.276,0.001,4126.77,"(2.1e+03,4.19e+03]",8.32525029764469,"(7.74,9.26]",24.46416,33599.46969,"(3.12e+04,3.9e+04]"
10.17,999,2.413,0.341,0.122,0.001,4136.94,"(2.1e+03,4.19e+03]",8.327711663093,"(7.74,9.26]",24.54021,33624.0099,"(3.12e+04,3.9e+04]"
10.62,663,2.387,0.344,0.182,0.001,4147.56,"(2.1e+03,4.19e+03]",8.33027548850607,"(7.74,9.26]",25.34994,33649.35984,"(3.12e+04,3.9e+04]"
5.94,508,2.372,0.238,0.006,0.001,4153.5,"(2.1e+03,4.19e+03]",8.33170663127913,"(7.74,9.26]",14.08968,33663.44952,"(3.12e+04,3.9e+04]"
3.6,388,2.371,0.19,0.074,0.001,4157.1,"(2.1e+03,4.19e+03]",8.33257299477278,"(7.74,9.26]",8.5356,33671.98512,"(3.12e+04,3.9e+04]"
8.46,1028,2.37,0.208,0.005,0.001,4165.56,"(2.1e+03,4.19e+03]",8.33460599934436,"(7.74,9.26]",20.0502,33692.03532,"(3.12e+04,3.9e+04]"
26.19,459,2.358,0.173,0.071,0.001,4191.75,"(4.19e+03,6.28e+03]",8.34087358681792,"(7.74,9.26]",61.75602,33753.79134,"(3.12e+04,3.9e+04]"
0.54,740,2.345,0.303,0.003,0.001,4192.29,"(4.19e+03,6.28e+03]",8.34100240299741,"(7.74,9.26]",1.2663,33755.05764,"(3.12e+04,3.9e+04]"
5.13,268,2.341,0.12,0.002,0.001,4197.42,"(4.19e+03,6.28e+03]",8.3422253298064,"(7.74,9.26]",12.00933,33767.06697,"(3.12e+04,3.9e+04]"
9.99,839,2.341,0.171,0.004,0.001,4207.41,"(4.19e+03,6.28e+03]",8.34460253546185,"(7.74,9.26]",23.38659,33790.45356,"(3.12e+04,3.9e+04]"
15.3,972,2.334,0.365,0.187,0.001,4222.71,"(4.19e+03,6.28e+03]",8.34823238101544,"(7.74,9.26]",35.7102,33826.16376,"(3.12e+04,3.9e+04]"
19.89,730,2.325,0.292,0.084,0.001,4242.6,"(4.19e+03,6.28e+03]",8.35293156783825,"(7.74,9.26]",46.24425,33872.40801,"(3.12e+04,3.9e+04]"
15.75,1086,2.319,0.095,0.002,0.001,4258.35,"(4.19e+03,6.28e+03]",8.35663704029046,"(7.74,9.26]",36.52425,33908.93226,"(3.12e+04,3.9e+04]"
11.7,502,2.316,0.292,0.094,0.001,4270.05,"(4.19e+03,6.28e+03]",8.35938081575599,"(7.74,9.26]",27.0972,33936.02946,"(3.12e+04,3.9e+04]"
21.78,464,2.309,0.075,0.002,0.001,4291.83,"(4.19e+03,6.28e+03]",8.36446849439206,"(7.74,9.26]",50.29002,33986.31948,"(3.12e+04,3.9e+04]"
14.31,672,2.29,0.057,0.003,0.001,4306.14,"(4.19e+03,6.28e+03]",8.36779719016866,"(7.74,9.26]",32.7699,34019.08938,"(3.12e+04,3.9e+04]"
25.56,897,2.29,0.187,0.074,0.001,4331.7,"(4.19e+03,6.28e+03]",8.37371535364528,"(7.74,9.26]",58.5324,34077.62178,"(3.12e+04,3.9e+04]"
13.77,861,2.281,0.211,0.098,0.001,4345.47,"(4.19e+03,6.28e+03]",8.37688920216021,"(7.74,9.26]",31.40937,34109.03115,"(3.12e+04,3.9e+04]"
4.95,696,2.264,0.008,0.008,0.001,4350.42,"(4.19e+03,6.28e+03]",8.37802767114605,"(7.74,9.26]",11.2068,34120.23795,"(3.12e+04,3.9e+04]"
10.35,985,2.258,0.55,0.215,0.007,4360.77,"(4.19e+03,6.28e+03]",8.38040392625475,"(7.74,9.26]",23.3703,34143.60825,"(3.12e+04,3.9e+04]"
52.11,286,2.236,0.028,0.002,0.001,4412.88,"(4.19e+03,6.28e+03]",8.3922828165137,"(7.74,9.26]",116.51796,34260.12621,"(3.12e+04,3.9e+04]"
10.26,162,2.208,0.105,0.002,0.001,4423.14,"(4.19e+03,6.28e+03]",8.39460513009179,"(7.74,9.26]",22.65408,34282.78029,"(3.12e+04,3.9e+04]"
10.08,1130,2.203,0.026,0.007,0.001,4433.22,"(4.19e+03,6.28e+03]",8.3968814613052,"(7.74,9.26]",22.20624,34304.98653,"(3.12e+04,3.9e+04]"
5.13,634,2.194,0.072,0.002,0.001,4438.35,"(4.19e+03,6.28e+03]",8.39803796473622,"(7.74,9.26]",11.25522,34316.24175,"(3.12e+04,3.9e+04]"
10.89,150,2.181,0.132,0.033,0.001,4449.24,"(4.19e+03,6.28e+03]",8.40048857405775,"(7.74,9.26]",23.75109,34339.99284,"(3.12e+04,3.9e+04]"
19.89,276,2.181,0.13,0.002,0.001,4469.13,"(4.19e+03,6.28e+03]",8.40494903779208,"(7.74,9.26]",43.38009,34383.37293,"(3.12e+04,3.9e+04]"
26.28,487,2.171,0.158,0.079,0.001,4495.41,"(4.19e+03,6.28e+03]",8.4108121552044,"(7.74,9.26]",57.05388,34440.42681,"(3.12e+04,3.9e+04]"
9.9,1165,2.153,0.032,0.002,0.001,4505.31,"(4.19e+03,6.28e+03]",8.41301198010561,"(7.74,9.26]",21.3147,34461.74151,"(3.12e+04,3.9e+04]"
16.74,1102,2.152,0.052,0.002,0.001,4522.05,"(4.19e+03,6.28e+03]",8.41672070983119,"(7.74,9.26]",36.02448,34497.76599,"(3.12e+04,3.9e+04]"
10.53,544,2.146,0.179,0.028,0.001,4532.58,"(4.19e+03,6.28e+03]",8.41904659277661,"(7.74,9.26]",22.59738,34520.36337,"(3.12e+04,3.9e+04]"
16.38,460,2.136,0.072,0.011,0.001,4548.96,"(4.19e+03,6.28e+03]",8.42265391439,"(7.74,9.26]",34.98768,34555.35105,"(3.12e+04,3.9e+04]"
7.11,751,2.103,0.103,0.017,0.001,4556.07,"(4.19e+03,6.28e+03]",8.42421568880374,"(7.74,9.26]",14.95233,34570.30338,"(3.12e+04,3.9e+04]"
14.04,153,2.1,0.068,0.002,0.001,4570.11,"(4.19e+03,6.28e+03]",8.42729255362045,"(7.74,9.26]",29.484,34599.78738,"(3.12e+04,3.9e+04]"
13.5,480,2.1,0.032,0.002,0.001,4583.61,"(4.19e+03,6.28e+03]",8.43024217624116,"(7.74,9.26]",28.35,34628.13738,"(3.12e+04,3.9e+04]"
17.91,116,2.098,0.082,0.002,0.001,4601.52,"(4.19e+03,6.28e+03]",8.43414196267825,"(7.74,9.26]",37.57518,34665.71256,"(3.12e+04,3.9e+04]"
10.17,1148,2.094,0.108,0.054,0.001,4611.69,"(4.19e+03,6.28e+03]",8.43634966317149,"(7.74,9.26]",21.29598,34687.00854,"(3.12e+04,3.9e+04]"
6.48,761,2.092,0.186,0.085,0.001,4618.17,"(4.19e+03,6.28e+03]",8.43775380170981,"(7.74,9.26]",13.55616,34700.5647,"(3.12e+04,3.9e+04]"
9.81,745,2.089,0.12,0.017,0.001,4627.98,"(4.19e+03,6.28e+03]",8.43987576678305,"(7.74,9.26]",20.49309,34721.05779,"(3.12e+04,3.9e+04]"
13.32,456,2.085,0.07,0.018,0.001,4641.3,"(4.19e+03,6.28e+03]",8.44274977839313,"(7.74,9.26]",27.7722,34748.82999,"(3.12e+04,3.9e+04]"
10.62,1190,2.083,0.088,0.057,0.001,4651.92,"(4.19e+03,6.28e+03]",8.44503531658613,"(7.74,9.26]",22.12146,34770.95145,"(3.12e+04,3.9e+04]"
9.99,296,2.081,0.051,0.002,0.001,4661.91,"(4.19e+03,6.28e+03]",8.44718051439005,"(7.74,9.26]",20.78919,34791.74064,"(3.12e+04,3.9e+04]"
27.09,1177,2.074,0.105,0.002,0.001,4689,"(4.19e+03,6.28e+03]",8.45297461908959,"(7.74,9.26]",56.18466,34847.9253,"(3.12e+04,3.9e+04]"
12.78,303,2.074,0.033,0.002,0.001,4701.78,"(4.19e+03,6.28e+03]",8.4556964394048,"(7.74,9.26]",26.50572,34874.43102,"(3.12e+04,3.9e+04]"
10.17,131,2.068,0.079,0.015,0.001,4711.95,"(4.19e+03,6.28e+03]",8.45785711406969,"(7.74,9.26]",21.03156,34895.46258,"(3.12e+04,3.9e+04]"
10.98,415,2.046,0.048,0.003,0.001,4722.93,"(4.19e+03,6.28e+03]",8.46018464869799,"(7.74,9.26]",22.46508,34917.92766,"(3.12e+04,3.9e+04]"
3.6,807,2.042,0.185,0.058,0.001,4726.53,"(4.19e+03,6.28e+03]",8.46094659703666,"(7.74,9.26]",7.3512,34925.27886,"(3.12e+04,3.9e+04]"
5.94,852,2.042,0.039,0.007,0.001,4732.47,"(4.19e+03,6.28e+03]",8.46220254391917,"(7.74,9.26]",12.12948,34937.40834,"(3.12e+04,3.9e+04]"
26.46,341,2.038,0.045,0.002,0.001,4758.93,"(4.19e+03,6.28e+03]",8.46777813204046,"(7.74,9.26]",53.92548,34991.33382,"(3.12e+04,3.9e+04]"
10.35,458,2.036,0.132,0.033,0.001,4769.28,"(4.19e+03,6.28e+03]",8.46995062909306,"(7.74,9.26]",21.0726,35012.40642,"(3.12e+04,3.9e+04]"
35.28,592,2.028,0.119,0.091,0.001,4804.56,"(4.19e+03,6.28e+03]",8.47732074593157,"(7.74,9.26]",71.54784,35083.95426,"(3.12e+04,3.9e+04]"
7.11,325,2.02,0.078,0.002,0.001,4811.67,"(4.19e+03,6.28e+03]",8.47879949618934,"(7.74,9.26]",14.3622,35098.31646,"(3.12e+04,3.9e+04]"
19.26,867,2.018,0.212,0.096,0.001,4830.93,"(4.19e+03,6.28e+03]",8.48279427469575,"(7.74,9.26]",38.86668,35137.18314,"(3.12e+04,3.9e+04]"
3.96,97,2.016,0.183,0.002,0.001,4834.89,"(4.19e+03,6.28e+03]",8.483613656853,"(7.74,9.26]",7.98336,35145.1665,"(3.12e+04,3.9e+04]"
15.57,522,2.006,0.147,0.045,0.001,4850.46,"(4.19e+03,6.28e+03]",8.48682882479482,"(7.74,9.26]",31.23342,35176.39992,"(3.12e+04,3.9e+04]"
5.22,266,2.003,0.086,0.002,0.001,4855.68,"(4.19e+03,6.28e+03]",8.48790443270966,"(7.74,9.26]",10.45566,35186.85558,"(3.12e+04,3.9e+04]"
1.8,1093,1.991,0.104,0.002,0.001,4857.48,"(4.19e+03,6.28e+03]",8.48827506389881,"(7.74,9.26]",3.5838,35190.43938,"(3.12e+04,3.9e+04]"
14.85,1084,1.988,0.023,0.002,0.001,4872.33,"(4.19e+03,6.28e+03]",8.49132754108604,"(7.74,9.26]",29.5218,35219.96118,"(3.12e+04,3.9e+04]"
11.07,543,1.986,0.093,0.055,0.001,4883.4,"(4.19e+03,6.28e+03]",8.49359697756105,"(7.74,9.26]",21.98502,35241.9462,"(3.12e+04,3.9e+04]"
13.05,779,1.959,0.237,0.099,0.001,4896.45,"(4.19e+03,6.28e+03]",8.49626573173324,"(7.74,9.26]",25.56495,35267.51115,"(3.12e+04,3.9e+04]"
7.56,983,1.951,0.412,0.144,0.001,4904.01,"(4.19e+03,6.28e+03]",8.49780851676568,"(7.74,9.26]",14.74956,35282.26071,"(3.12e+04,3.9e+04]"
2.97,555,1.94,0.094,0.003,0.001,4906.98,"(4.19e+03,6.28e+03]",8.49841396027153,"(7.74,9.26]",5.7618,35288.02251,"(3.12e+04,3.9e+04]"
3.24,797,1.931,0.089,0.003,0.001,4910.22,"(4.19e+03,6.28e+03]",8.4990740263021,"(7.74,9.26]",6.25644,35294.27895,"(3.12e+04,3.9e+04]"
10.08,212,1.93,0.094,0.028,0.001,4920.3,"(4.19e+03,6.28e+03]",8.50112478323717,"(7.74,9.26]",19.4544,35313.73335,"(3.12e+04,3.9e+04]"
11.61,2,1.92,0.291,0.05,0.001,4931.91,"(4.19e+03,6.28e+03]",8.50348161594255,"(7.74,9.26]",22.2912,35336.02455,"(3.12e+04,3.9e+04]"
5.49,912,1.92,0.131,0.004,0.001,4937.4,"(4.19e+03,6.28e+03]",8.50459415583972,"(7.74,9.26]",10.5408,35346.56535,"(3.12e+04,3.9e+04]"
15.57,431,1.919,0.011,0.002,0.001,4952.97,"(4.19e+03,6.28e+03]",8.5077426756347,"(7.74,9.26]",29.87883,35376.44418,"(3.12e+04,3.9e+04]"
10.62,1154,1.91,0.036,0.002,0.001,4963.59,"(4.19e+03,6.28e+03]",8.50988454823166,"(7.74,9.26]",20.2842,35396.72838,"(3.12e+04,3.9e+04]"
10.35,653,1.909,0.05,0.003,0.001,4973.94,"(4.19e+03,6.28e+03]",8.51196756156442,"(7.74,9.26]",19.75815,35416.48653,"(3.12e+04,3.9e+04]"
11.07,1209,1.893,0.047,0.002,0.001,4985.01,"(4.19e+03,6.28e+03]",8.51419068841198,"(7.74,9.26]",20.95551,35437.44204,"(3.12e+04,3.9e+04]"
10.44,238,1.892,0.021,0.002,0.001,4995.45,"(4.19e+03,6.28e+03]",8.51628277711488,"(7.74,9.26]",19.75248,35457.19452,"(3.12e+04,3.9e+04]"
3.69,872,1.888,0.212,0.003,0.002,4999.14,"(4.19e+03,6.28e+03]",8.51702117662254,"(7.74,9.26]",6.96672,35464.16124,"(3.12e+04,3.9e+04]"
10.8,199,1.877,0.225,0.033,0.003,5009.94,"(4.19e+03,6.28e+03]",8.51917921795929,"(7.74,9.26]",20.2716,35484.43284,"(3.12e+04,3.9e+04]"
4.86,83,1.875,0.196,0.002,0.002,5014.8,"(4.19e+03,6.28e+03]",8.52014881924187,"(7.74,9.26]",9.1125,35493.54534,"(3.12e+04,3.9e+04]"
4.5,78,1.873,0.078,0.003,0.001,5019.3,"(4.19e+03,6.28e+03]",8.52104576073173,"(7.74,9.26]",8.4285,35501.97384,"(3.12e+04,3.9e+04]"
10.8,921,1.867,0.233,0.129,0.001,5030.1,"(4.19e+03,6.28e+03]",8.52319514361187,"(7.74,9.26]",20.1636,35522.13744,"(3.12e+04,3.9e+04]"
16.2,995,1.867,0.452,0.143,0.001,5046.3,"(4.19e+03,6.28e+03]",8.52641058046585,"(7.74,9.26]",30.2454,35552.38284,"(3.12e+04,3.9e+04]"
2.25,920,1.85,0.138,0.003,0.001,5048.55,"(4.19e+03,6.28e+03]",8.52685635232719,"(7.74,9.26]",4.1625,35556.54534,"(3.12e+04,3.9e+04]"
10.17,461,1.825,0.177,0.1,0.001,5058.72,"(4.19e+03,6.28e+03]",8.52886876585374,"(7.74,9.26]",18.56025,35575.10559,"(3.12e+04,3.9e+04]"
10.08,815,1.813,0.218,0.104,0.001,5068.8,"(4.19e+03,6.28e+03]",8.53085938218005,"(7.74,9.26]",18.27504,35593.38063,"(3.12e+04,3.9e+04]"
10.98,1162,1.81,0.052,0.002,0.002,5079.78,"(4.19e+03,6.28e+03]",8.53302323254813,"(7.74,9.26]",19.8738,35613.25443,"(3.12e+04,3.9e+04]"
1.8,510,1.804,0.177,0.02,0.001,5081.58,"(4.19e+03,6.28e+03]",8.53337751583675,"(7.74,9.26]",3.2472,35616.50163,"(3.12e+04,3.9e+04]"
10.71,625,1.804,0.031,0.021,0.001,5092.29,"(4.19e+03,6.28e+03]",8.53548291013729,"(7.74,9.26]",19.32084,35635.82247,"(3.12e+04,3.9e+04]"
6.03,1057,1.802,0.078,0.002,0.001,5098.32,"(4.19e+03,6.28e+03]",8.53666635267974,"(7.74,9.26]",10.86606,35646.68853,"(3.12e+04,3.9e+04]"
10.89,792,1.798,0.134,0.05,0.001,5109.21,"(4.19e+03,6.28e+03]",8.53880007242029,"(7.74,9.26]",19.58022,35666.26875,"(3.12e+04,3.9e+04]"
37.89,278,1.79,0.023,0.002,0.001,5147.1,"(4.19e+03,6.28e+03]",8.54618872825749,"(7.74,9.26]",67.8231,35734.09185,"(3.12e+04,3.9e+04]"
10.53,1034,1.776,0.17,0.099,0.001,5157.63,"(4.19e+03,6.28e+03]",8.54823245063841,"(7.74,9.26]",18.70128,35752.79313,"(3.12e+04,3.9e+04]"
4.77,826,1.776,0.124,0.003,0.001,5162.4,"(4.19e+03,6.28e+03]",8.54915686662163,"(7.74,9.26]",8.47152,35761.26465,"(3.12e+04,3.9e+04]"
10.17,87,1.771,0.085,0.002,0.001,5172.57,"(4.19e+03,6.28e+03]",8.55112494263591,"(7.74,9.26]",18.01107,35779.27572,"(3.12e+04,3.9e+04]"
9.99,1116,1.756,0.05,0.015,0.001,5182.56,"(4.19e+03,6.28e+03]",8.55305442166694,"(7.74,9.26]",17.54244,35796.81816,"(3.12e+04,3.9e+04]"
11.43,1133,1.747,0.045,0.002,0.001,5193.99,"(4.19e+03,6.28e+03]",8.55525746692242,"(7.74,9.26]",19.96821,35816.78637,"(3.12e+04,3.9e+04]"
6.39,488,1.745,0.111,0.003,0.001,5200.38,"(4.19e+03,6.28e+03]",8.55648697882261,"(7.74,9.26]",11.15055,35827.93692,"(3.12e+04,3.9e+04]"
11.88,967,1.72,0.298,0.016,0.001,5212.26,"(4.19e+03,6.28e+03]",8.55876882188157,"(7.74,9.26]",20.4336,35848.37052,"(3.12e+04,3.9e+04]"
4.14,74,1.717,0.166,0.002,0.001,5216.4,"(4.19e+03,6.28e+03]",8.55956278778275,"(7.74,9.26]",7.10838,35855.4789,"(3.12e+04,3.9e+04]"
4.32,75,1.717,0.034,0.002,0.001,5220.72,"(4.19e+03,6.28e+03]",8.56039060239956,"(7.74,9.26]",7.41744,35862.89634,"(3.12e+04,3.9e+04]"
8.46,1175,1.713,0.062,0.003,0.001,5229.18,"(4.19e+03,6.28e+03]",8.56200975700358,"(7.74,9.26]",14.49198,35877.38832,"(3.12e+04,3.9e+04]"
10.98,76,1.7,0.056,0.002,0.001,5240.16,"(4.19e+03,6.28e+03]",8.56410731120007,"(7.74,9.26]",18.666,35896.05432,"(3.12e+04,3.9e+04]"
14.85,1208,1.673,0.005,0.002,0.001,5255.01,"(4.19e+03,6.28e+03]",8.56693718625881,"(7.74,9.26]",24.84405,35920.89837,"(3.12e+04,3.9e+04]"
10.71,637,1.658,0.088,0.044,0.001,5265.72,"(4.19e+03,6.28e+03]",8.56897316735511,"(7.74,9.26]",17.75718,35938.65555,"(3.12e+04,3.9e+04]"
11.61,1181,1.652,0.02,0.002,0.001,5277.33,"(4.19e+03,6.28e+03]",8.57117556698196,"(7.74,9.26]",19.17972,35957.83527,"(3.12e+04,3.9e+04]"
4.5,267,1.646,0.134,0.005,0.001,5281.83,"(4.19e+03,6.28e+03]",8.57202790756064,"(7.74,9.26]",7.407,35965.24227,"(3.12e+04,3.9e+04]"
14.85,710,1.641,0.194,0.118,0.001,5296.68,"(4.19e+03,6.28e+03]",8.57483548816597,"(7.74,9.26]",24.36885,35989.61112,"(3.12e+04,3.9e+04]"
1.62,1171,1.64,0.134,0.002,0.002,5298.3,"(4.19e+03,6.28e+03]",8.57514129337044,"(7.74,9.26]",2.6568,35992.26792,"(3.12e+04,3.9e+04]"
11.61,893,1.639,0.056,0.003,0.001,5309.91,"(4.19e+03,6.28e+03]",8.5773301649398,"(7.74,9.26]",19.02879,36011.29671,"(3.12e+04,3.9e+04]"
12.33,219,1.627,0.049,0.002,0.001,5322.24,"(4.19e+03,6.28e+03]",8.57964954634949,"(7.74,9.26]",20.06091,36031.35762,"(3.12e+04,3.9e+04]"
5.67,472,1.626,0.158,0.003,0.001,5327.91,"(4.19e+03,6.28e+03]",8.58071432018566,"(7.74,9.26]",9.21942,36040.57704,"(3.12e+04,3.9e+04]"
9.81,1192,1.612,0.124,0.002,0.001,5337.72,"(4.19e+03,6.28e+03]",8.58255387448605,"(7.74,9.26]",15.81372,36056.39076,"(3.12e+04,3.9e+04]"
9.09,1049,1.61,0.05,0.002,0.001,5346.81,"(4.19e+03,6.28e+03]",8.58425540037312,"(7.74,9.26]",14.6349,36071.02566,"(3.12e+04,3.9e+04]"
10.53,942,1.605,0.182,0.093,0.001,5357.34,"(4.19e+03,6.28e+03]",8.58622286222609,"(7.74,9.26]",16.90065,36087.92631,"(3.12e+04,3.9e+04]"
4.95,490,1.604,0.077,0.002,0.001,5362.29,"(4.19e+03,6.28e+03]",8.58714640163031,"(7.74,9.26]",7.9398,36095.86611,"(3.12e+04,3.9e+04]"
10.98,651,1.604,0.003,0.002,0.001,5373.27,"(4.19e+03,6.28e+03]",8.58919194072255,"(7.74,9.26]",17.61192,36113.47803,"(3.12e+04,3.9e+04]"
3.6,1011,1.592,0.282,0.003,0.001,5376.87,"(4.19e+03,6.28e+03]",8.58986169946701,"(7.74,9.26]",5.7312,36119.20923,"(3.12e+04,3.9e+04]"
5.58,1036,1.584,0.065,0.002,0.001,5382.45,"(4.19e+03,6.28e+03]",8.59089893983169,"(7.74,9.26]",8.83872,36128.04795,"(3.12e+04,3.9e+04]"
9.81,311,1.566,0.006,0.002,0.001,5392.26,"(4.19e+03,6.28e+03]",8.59271987101419,"(7.74,9.26]",15.36246,36143.41041,"(3.12e+04,3.9e+04]"
10.26,828,1.566,0.186,0.108,0.001,5402.52,"(4.19e+03,6.28e+03]",8.59462079036401,"(7.74,9.26]",16.06716,36159.47757,"(3.12e+04,3.9e+04]"
4.32,132,1.557,0.077,0.002,0.002,5406.84,"(4.19e+03,6.28e+03]",8.5954200976736,"(7.74,9.26]",6.72624,36166.20381,"(3.12e+04,3.9e+04]"
9.99,1104,1.55,0.059,0.002,0.001,5416.83,"(4.19e+03,6.28e+03]",8.59726605248131,"(7.74,9.26]",15.4845,36181.68831,"(3.12e+04,3.9e+04]"
1.62,23,1.547,0.276,0.137,0.002,5418.45,"(4.19e+03,6.28e+03]",8.59756507567445,"(7.74,9.26]",2.50614,36184.19445,"(3.12e+04,3.9e+04]"
17.1,998,1.523,0.266,0.107,0.001,5435.55,"(4.19e+03,6.28e+03]",8.60071599038751,"(7.74,9.26]",26.0433,36210.23775,"(3.12e+04,3.9e+04]"
10.89,1211,1.521,0.012,0.008,0.001,5446.44,"(4.19e+03,6.28e+03]",8.60271746321285,"(7.74,9.26]",16.56369,36226.80144,"(3.12e+04,3.9e+04]"
9.99,1113,1.502,0.005,0.002,0.001,5456.43,"(4.19e+03,6.28e+03]",8.60455000873449,"(7.74,9.26]",15.00498,36241.80642,"(3.12e+04,3.9e+04]"
17.64,403,1.494,0.017,0.002,0.001,5474.07,"(4.19e+03,6.28e+03]",8.60777767724265,"(7.74,9.26]",26.35416,36268.16058,"(3.12e+04,3.9e+04]"
27.54,832,1.482,0.098,0.026,0.001,5501.61,"(4.19e+03,6.28e+03]",8.61279605565702,"(7.74,9.26]",40.81428,36308.97486,"(3.12e+04,3.9e+04]"
7.29,876,1.474,0.063,0.003,0.001,5508.9,"(4.19e+03,6.28e+03]",8.61412024519324,"(7.74,9.26]",10.74546,36319.72032,"(3.12e+04,3.9e+04]"
6.12,360,1.469,0.076,0.003,0.001,5515.02,"(4.19e+03,6.28e+03]",8.61523055815428,"(7.74,9.26]",8.99028,36328.7106,"(3.12e+04,3.9e+04]"
10.08,957,1.467,0.181,0.024,0.001,5525.1,"(4.19e+03,6.28e+03]",8.61705662576967,"(7.74,9.26]",14.78736,36343.49796,"(3.12e+04,3.9e+04]"
1.62,462,1.454,0.059,0.003,0.001,5526.72,"(4.19e+03,6.28e+03]",8.61734979015555,"(7.74,9.26]",2.35548,36345.85344,"(3.12e+04,3.9e+04]"
15.48,501,1.453,0.08,0.029,0.001,5542.2,"(4.19e+03,6.28e+03]",8.62014681282662,"(7.74,9.26]",22.49244,36368.34588,"(3.12e+04,3.9e+04]"
5.49,1143,1.448,0.021,0.002,0.001,5547.69,"(4.19e+03,6.28e+03]",8.62113690388225,"(7.74,9.26]",7.94952,36376.2954,"(3.12e+04,3.9e+04]"
4.5,152,1.448,0.047,0.002,0.001,5552.19,"(4.19e+03,6.28e+03]",8.6219477235031,"(7.74,9.26]",6.516,36382.8114,"(3.12e+04,3.9e+04]"
